"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","Chinese","French","Mexican","Italian","Indian","Japanese","American"
"2151",42420,"cX2Nr_XmGYlMaBW35M0sUg","Mabel's BBQ","2050 E 4th St","Cleveland","OH","44115",41.4989512054,-81.6902246154,4,776,1,"Restaurants, Bars, Barbeque, Nightlife","True","False",2,0,"False","u'loud'","True","2","True","True",2,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"2152",42424,"ROuiI7sWhEMLodSylU2Qpg","El Taco Tote","3464 W Camelback Rd","Phoenix","AZ","85017",33.5097445,-112.1338465,3.5,128,1,"Mexican, Restaurants","True","False",2,1,"True","u'average'","True","1","False","True",1,"True","u'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,1,0,0,0,0
"2153",42428,"Z0CQ9oJySxJpB8RbK6NUgg","Krispy Kreme","9791 S Eastern Ave","Las Vegas","NV","89123",36.0116514,-115.1193693,3.5,191,1,"Donuts, Coffee & Tea, Restaurants, Food",NA,NA,NA,1,"True",NA,"True","1","True","True",NA,NA,"'free'","'none'",NA,NA,NA,"True",0,0,0,0,0,0,0
"2154",42433,"MPvBQgktNUTnzu92espAJw","Adrak","15 Wertheim Court","Richmond Hill","ON","L4B 3H7",43.8444574,-79.3853592,3.5,118,1,"Restaurants, Nightlife, Indian, Food, Bars","True","True",1,1,"True","u'average'","True","2","False","True",1,"True","u'free'","u'full_bar'","'casual'","True","True","True",0,0,0,0,1,0,0
"2155",42442,"Kb_FHcPVmZpF4FlKla3TPQ","Hooters Eastern","10430 S Eastern Ave","Henderson","NV","89052",36.0015575578,-115.1069968566,2.5,207,0,"Bars, American (Traditional), Restaurants, Nightlife, Chicken Wings, Sports Bars","True","True",4,1,"True","'average'","True","2","True","False",1,"True","'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"2156",42467,"K-tKnqhblGR7K4R3roKmqA","Kanga","65 Duncan Street","Toronto","ON","M5V 1Z4",43.6499075088,-79.3892604579,4,161,1,"Food, Restaurants, Australian, Street Vendors","True","False",1,1,"True","u'average'","True","1","False","True",1,"False","'no'","u'none'","'casual'","False","True",NA,0,0,0,0,0,0,0
"2157",42470,"IbiPt7jzF8Wsu82nHXaJPA","Saino Indian Nepali Kitchen","4860 W Desert Inn Rd, Ste 09","Las Vegas","NV","89102",36.1316910159,-115.2073291981,4.5,106,0,"Pakistani, Indian, Buffets, Restaurants, Himalayan/Nepalese","True","True",1,1,"False","'quiet'","True","2","False","True",1,"True","u'free'","u'none'","u'casual'","True","False","True",0,0,0,0,1,0,0
"2158",42474,"-QgX4QofONhh6XFZ4Zbnvw","Taiko","1909 E Ray Rd","Chandler","AZ","85225",33.3203058,-111.8096142,4,113,0,"Restaurants, Japanese, Sushi Bars","True","True",NA,1,"False","u'average'","True","2","False","True",1,"True","u'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,1,0
"2159",42484,"8Q6jl7OW8DZzwANggDspcw","Sugar Factory American Brasserie","Paris Las Vegas Hotel, 3655 Las Vegas Blvd S","Las Vegas","NV","89109",36.1120152614,-115.1725316048,3,745,0,"Brasseries, Bars, Breakfast & Brunch, Food, Candy Stores, Specialty Food, American (New), Restaurants, Nightlife","True","True",1,2,"False","u'average'","True","2","True","False",1,"False","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"2160",42489,"ePuf-SdhVzNojTRRlu8J6w","Mountain View Pub","7033 E Cave Creek Rd","Cave Creek","AZ","85331",33.829051926,-111.9290544969,2.5,115,1,"Bars, Pubs, Nightlife, Irish Pub, Restaurants, American (New)","False","False",1,1,"False","u'very_loud'","True","2","True","True",1,"True","'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"2161",42500,"sAXy1yJRLllTm5WrJbJGAA","Del Frisco's Double Eagle Steakhouse","4725 Piedmont Row Dr, Ste 170","Charlotte","NC","28210",35.1516702293,-80.8394354582,4,337,1,"Bars, Nightlife, Seafood, Restaurants, Cocktail Bars, Wine Bars, Steakhouses","False","True",1,1,"True","u'average'","True","4","True","True",2,"True","'free'","u'full_bar'","'dressy'","True","False","True",0,0,0,0,0,0,0
"2162",42546,"_y1Et7f4NE6D1P1GzphlIw","Blaze Fast-Fire'd Pizza","6211 N Decatur Blvd","Las Vegas","NV","89130",36.2717805646,-115.2071982663,4.5,402,1,"Restaurants, Pizza, Salad, Gluten-Free, Fast Food","True","False",2,1,"False","'average'","True","1","True","True",1,"False","'no'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"2163",42557,"d6G0w_e3GaA90NSQeovShA","Pho Rua Vang Golden Turtle","125 Ossington Avenue","Toronto","ON","M6J 2Z2",43.646823,-79.4196807,3,283,1,"Restaurants, Specialty Food, Vietnamese, Ethnic Food, Food","True","True",2,1,"False","u'average'","True","2","True","True",1,"True","u'no'","u'beer_and_wine'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"2164",42596,"7HbKKqXtZUjf6uVSHZ8wyw","Let's Meat Kbbq","1400 S Church St, Ste B","Charlotte","NC","28203",35.2190478215,-80.8576791734,4.5,171,1,"Korean, Buffets, Barbeque, Restaurants","True","False",1,1,"False",NA,"False","2","False",NA,1,"True","'free'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"2165",42600,"JCqB36SVDjTDsXp-4gBn9Q","Carousel Bakery","St. Lawrence Market, 93 Front Street E","Toronto","ON","M5E 1C3",43.6488466757,-79.3718121075,3.5,183,1,"Sandwiches, Restaurants, Food, Bakeries","True","False",2,1,"False","u'loud'","True","1","True","True",1,"False","u'no'","u'none'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"2166",42606,"Q-fXNh68OldNdotEVEJuhQ","Born And Raised","10050 S Eastern Ave","Henderson","NV","89052",36.0064518043,-115.1115691521,4,347,1,"Chicken Wings, Bars, American (Traditional), American (New), Lounges, Beer, Wine & Spirits, Restaurants, Sports Bars, Food, Nightlife","False","False",5,1,"False","'average'","True","2","False","True",2,"True","'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"2167",42617,"NPv4c-tDScToghoF9lnZbg","Meridiem Kitchen & Lounge","1245 S Price Rd, Ste 100","Chandler","AZ","85286",33.287547,-111.890511,4,213,1,"Bars, Wine Bars, Lounges, Nightlife, Breakfast & Brunch, Restaurants, American (New)","False","True",5,1,"True","u'loud'","True","2","True","True",2,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"2168",42652,"sYSlKRCWmVeQr1hA6-WUzw","Fresh on Eglinton","90 Eglinton Avenue E","Toronto","ON","M4P 2Y3",43.7074975862,-79.3955600336,4,148,1,"Vegetarian, Health Markets, Restaurants, Vegan, Specialty Food, Food","True","True",2,1,"False","u'average'","True","2","True","False",2,"False","u'no'","u'full_bar'","'casual'","True","False",NA,0,0,0,0,0,0,0
"2169",42663,"iYT30UPGmLdmTRaAKz0Vvw","Be's Noodles & Banh Mi","11318 N Community House Rd","Charlotte","NC","28277",35.056411,-80.8354073,4.5,193,1,"Sandwiches, Vietnamese, Noodles, Restaurants","True","False",2,0,"True","u'average'","True","2","False","True",1,"False","'free'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"2170",42675,"EQ7PtG9GzraQ7kYi0j8geg","Friendly Donut House","856 S Boulder Hwy","Henderson","NV","89015",36.0264652,-114.9647508,4.5,236,1,"Food, Donuts, Restaurants",NA,NA,NA,1,"False",NA,"True","1",NA,"True",NA,NA,NA,"'none'",NA,NA,NA,"False",0,0,0,0,0,0,0
"2171",42692,"ISzpUnmcKJdOH1q2jPmLYg","Touhenboku Ramen","1070 Major Mackenzie Drive E, Unit F108","Richmond Hill","ON","L4S 1P3",43.8770453815,-79.4135855511,3,104,1,"Imported Food, Ramen, Japanese, Food, Ethnic Food, Specialty Food, Restaurants","True","False",1,1,"False","'average'","True","2","False","True",1,"False","'free'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,1,0
"2172",42705,"zDQZZZhb8VOk8EaoN3HeTA","Abacus Inn","20329 N 59th Ave, Ste 810","Glendale","AZ","85308",33.6711724,-112.1848767,3.5,163,1,"Chinese, Restaurants","True","False",2,1,"True","u'quiet'","True","1","False","True",1,"True","u'no'","u'beer_and_wine'","u'casual'","True","True","True",1,0,0,0,0,0,0
"2173",42736,"NAPuzJcanOp91dE4GXPOow","The Montauk","4360 N Scottsdale Rd","Scottsdale","AZ","85251",33.4997287,-111.9264687,3.5,706,1,"Bars, Lounges, American (Traditional), American (New), Breakfast & Brunch, Nightlife, Restaurants","False","False",2,3,"False","u'average'","True","2","True","True",2,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"2174",42754,"Ht-_i0UAq7YDBaqJwcQMdQ","Le Club Chasse et Pêche","423 Rue Saint-Claude","Montréal","QC","H2Y 3B6",45.5089369,-73.5525034,4.5,195,1,"Restaurants, French, Canadian (New)","False","True",1,1,"False","u'average'","False","4","False","False",2,"False","u'no'","u'full_bar'","u'dressy'","True","False",NA,0,1,0,0,0,0,0
"2175",42779,"pDewiJY6KCcZgLxxgxg13Q","Comedor Guadalajara","1830 S Central Ave","Phoenix","AZ","85004",33.429424,-112.073929,4,494,1,"Event Planning & Services, Mexican, Party & Event Planning, Restaurants, Caterers","True","False",2,1,"True","u'average'","True","2","False","True",1,"False","u'no'","'full_bar'","'casual'","True","False","True",0,0,1,0,0,0,0
"2176",42798,"DLw9rK8Qb6l7ESgxtR47qQ","Ohana Hawaiian BBQ","4360 Blue Diamond Rd, Ste 107","Las Vegas","NV","89139",36.0387297,-115.1986027,4,273,1,"Hawaiian, Chinese, Barbeque, Restaurants, Cantonese","True","False",2,1,"True","u'average'","True","1","False","True",1,"True","u'no'","u'none'","u'casual'","True","False","True",1,0,0,0,0,0,0
"2177",42830,"NWlNMG_eBIvDjCcHK46eDQ","The Haymaker Restaurant","4717 E Bell Rd","Phoenix","AZ","85032",33.640232,-111.979545,3.5,251,0,"Sports Bars, Steakhouses, American (Traditional), Nightlife, Beer, Wine & Spirits, Pubs, Food, Bars, Restaurants, Breakfast & Brunch","True","False",3,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"2178",42872,"OXBROmBWuDhRhd0BZ7zXJA","Honey Pig Korean BBQ","9550 S Eastern Ave, Ste 100","Las Vegas","NV","89123",36.0150169665,-115.1171830467,3.5,151,1,"Korean, Barbeque, Restaurants","True","True",2,1,"True","u'average'","True","2","False","True",2,"True","'no'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"2179",42875,"iAuOpYDfOTuzQ6OPpEiGwA","Memphis Championship Barbecue","2250 E Warm Springs Rd","Las Vegas","NV","89119",36.0577242,-115.1225863,3,401,1,"Venues & Event Spaces, Barbeque, Event Planning & Services, Restaurants, Nightlife, Sports Bars, Bars","True","True",2,1,"True","u'average'","True","2","False","True",1,"True","u'no'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"2180",42911,"ne7lSA6lAOMYYs43kNTtPQ","Ink N Ivy CLT","222 S Church St","Charlotte","NC","28202",35.2268376813,-80.8462311334,3,392,1,"Pubs, Nightlife, Restaurants, Bars, American (New)","False","True",2,1,"True","u'very_loud'","True","2","True","True",2,"True","'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"2181",42922,"pTZ4u-sEQr-yHq2Cl4EMEw","T Cook's","5200 E Camelback Rd","Phoenix","AZ","85018",33.5045359155,-111.9689169742,4,354,1,"Nightlife, American (Traditional), Bars, Breakfast & Brunch, Tapas/Small Plates, Mediterranean, American (New), Lounges, Cocktail Bars, Restaurants","False","True",1,3,"False","u'quiet'","False","3","True","False",1,"False","u'free'","'full_bar'","'dressy'","True","False","True",0,0,0,0,0,0,1
"2182",42924,"gXbDw-Rxq4feDnUWqlFDyQ","Social Box Neighborhood Eatery","1371 N Alma School Rd","Chandler","AZ","85224",33.326858213,-111.8583250791,3,160,0,"Bars, Nightlife, Pizza, Wine Bars, American (New), Restaurants, Seafood","True","True",3,1,"True","'average'","True","2","True","True",0,"True","'free'","'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,1
"2183",43003,"tZnSodhPwNr4bzrwJ1CSbw","Southern Accent Restaurant","595 Markham Street","Toronto","ON","M6G 2L7",43.6641249,-79.4118861,4,145,0,"Restaurants, Southern, Cajun/Creole","False","True",NA,1,"True","u'average'","True","2","True","True",0,"False","u'no'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"2184",43005,"tIOjJWfu4Dqz-FIzXHRvCg","Salad and Go","719 E Bethany Home Rd","Phoenix","AZ","85014",33.5236942821,-112.0643750578,4.5,125,1,"Fast Food, Restaurants, Food, Salad","True","False",3,1,"False","'average'","True","1","True","True",1,"False","'no'","u'none'","u'casual'","False","False","True",0,0,0,0,0,0,0
"2185",43046,"z9RSunhJggXQW5C4R36hkw","Buzz BBQ","7121 W Craig Rd, Ste 101","Las Vegas","NV","89129",36.240299,-115.2499187,3.5,107,0,"Restaurants, Barbeque","True","True",NA,1,"True","u'average'","True","2","False",NA,1,"True","u'no'","u'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"2186",43089,"BGGQOJQTQerEQu0kHbT_UQ","Bandera","3821 N Scottsdale Rd","Scottsdale","AZ","85251",33.492381,-111.9259469,4,669,1,"American (Traditional), American (New), Restaurants, Steakhouses","False","True",1,2,"False","u'average'","True","2","False","True",1,"True","u'no'","'full_bar'","'casual'","False","False","True",0,0,0,0,0,0,1
"2187",43114,"Ggh9JwuIwPBiMmx16kAiug","Sushi Guru","6601 Morrison Blvd","Charlotte","NC","28211",35.1542664055,-80.8280182218,4,155,1,"Restaurants, Sushi Bars","True","True",2,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"2188",43122,"2S9t90Q0qZWCV7X_u0rxZQ","Kenzo Ramen","138 Dundas Street W","Toronto","ON","M5G 1C3",43.6556064,-79.3848519,3,241,1,"Japanese, Ramen, Soup, Restaurants","True","False",2,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","False","False",NA,0,0,0,0,0,1,0
"2189",43142,"e4qQlNEop42LoFBwv71dVw","Ruth's Chris Steak House","7001 N Scottsdale Rd, Ste 290","Scottsdale","AZ","85253",33.5392596581,-111.9226410985,4,402,1,"Restaurants, Steakhouses, American (Traditional), Seafood, Food","False","True",1,1,"False","u'average'","True","3","True","True",2,"False","u'no'","'full_bar'","'dressy'","True","False","True",0,0,0,0,0,0,1
"2190",43168,"HTlsBAd9j1wlWDHxnYczBw","La Fonda Del Sol","7223 E Shea Blvd","Scottsdale","AZ","85260",33.5818749,-111.924828,4,301,1,"Restaurants, Mexican","True","True",2,1,"True","u'average'","True","2","True","True",1,"True","'no'","u'full_bar'","'casual'","True","True","True",0,0,1,0,0,0,0
"2191",43188,"MWmuV3o6qcnYCktB755_-Q","Kelly's Cafe","1661 Pearl Rd","Brunswick","OH","44212",41.230028,-81.840153,4.5,107,1,"Restaurants, Coffee & Tea, Creperies, Ice Cream & Frozen Yogurt, Food","True","False",3,1,"False","u'average'","True","1","True","True",1,"False","u'free'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,0
"2192",43195,"CVRTly4ag_q5ua0R3iqrVw","Ku Noodle by José Andrés","SLS Las Vegas, 2535 S Las Vegas Blvd","Las Vegas","NV","89109",36.1427564,-115.1578748,4,233,0,"Japanese, Chinese, Asian Fusion, Taiwanese, Restaurants, Ramen","True","True",1,2,"True","'average'","True","2","False","False",1,"True","u'free'","'full_bar'","'casual'","True","False","True",1,0,0,0,0,1,0
"2193",43201,"XFU7XiXOo7LB3uPLecRlOw","Mymy Chicken","9 Spring Garden Avenue","Toronto","ON","M2N",43.7642799,-79.4109193,4,161,1,"Bars, Korean, Nightlife, Beer Bar, Restaurants, Chicken Wings","True","False",1,1,"False","u'loud'","True","2","False","True",1,"False","'no'","u'beer_and_wine'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"2194",43207,"KjxOqxEDK0woF1l1kZ_nSA","Oak's Diner & Flapjacks","6219 E Cave Creek Rd","Cave Creek","AZ","85331",33.831612,-111.946801,3.5,116,1,"Diners, Breakfast & Brunch, Restaurants","True","False",1,1,"False","u'quiet'","True","2","True","True",1,"False","'no'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"2195",43230,"5_MrPFw9E0cMJ1Q0DJFZOQ","Tilted Kilt Pub & Eatery","3545 Las Vegas Blvd, Unit L-26","Las Vegas","NV","89109",36.1173843209,-115.170322225,3,339,1,"American (Traditional), Nightlife, Pubs, Restaurants, Bars, Sports Bars","False","True",3,0,"False","u'loud'","True","2","False","True",1,"True","u'free'","'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,1
"2196",43243,"YauBkH-HEx148jC0pv4Hcg","Richardson's","6335 N 16th St","Phoenix","AZ","85016",33.5303926,-112.0470548,4,494,1,"Tex-Mex, Mexican, New Mexican Cuisine, Restaurants, Salad, Breakfast & Brunch","False","True",2,1,"False","u'average'","True","2","True","True",1,"True","'no'","u'full_bar'","u'casual'","True","False","True",0,0,1,0,0,0,0
"2197",43348,"VR8QvH2g-jEG5EfMzA_G9w","Nine Fine Irishmen","3790 Las Vegas Blvd S","Las Vegas","NV","89109",36.1019817648,-115.1738418651,4,1150,1,"Music Venues, Nightlife, Irish, Arts & Entertainment, Restaurants, Active Life, Bars, Pubs","False","True",1,1,"False","'average'","False","2","True","False",1,"True","u'no'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"2198",43365,"S3-JpB5dBhMXmauMqeoN-g","Taqueria Guadalajara","1033 S Park St","Madison","WI","53715",43.055569,-89.397437,4,369,1,"Restaurants, Mexican","True","False",2,1,"False","u'average'","True","1","False","True",1,"True","u'no'","u'beer_and_wine'","u'casual'","True","True","True",0,0,1,0,0,0,0
"2199",43412,"lLMJsTchKYF1O0fpNWpCRA","Home Plate Grill & Bar","2460 W Warm Springs Rd","Las Vegas","NV","89119",36.0573465,-115.1755301,4,112,1,"Restaurants, American (Traditional), Pizza, Burgers","True","True",5,1,"True","'average'","True","2","False","True",0,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"2200",43431,"r6cTbsmg4MhdHJnKWwefVw","Crackers & Co Cafe","1325 N Greenfield Rd, Ste 101","Mesa","AZ","85205",33.4397457,-111.7358478,4,218,1,"Restaurants, American (Traditional), Sandwiches, Food, Breakfast & Brunch, Desserts","True","True",2,1,"True","u'average'","True","2","True","True",1,"True","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,1
"2201",43435,"tIauOelAC3BZk_xhMoDBUg","Someburros","101 E Baseline Rd","Tempe","AZ","85283",33.3775286713,-111.9389585456,3.5,252,1,"Comfort Food, Restaurants, Mexican","True","False",2,1,"True","u'average'","True","1","True","True",1,"False","u'free'","'beer_and_wine'","'casual'","True","False","True",0,0,1,0,0,0,0
"2202",43487,"bsjBLLHR4TMVR5eAeLAI9w","China Town Kim Fung","1111 Rue Saint-Urbain, Suite M05","Montréal","QC","H2Z 1Y6",45.5076747,-73.5620395,3.5,198,1,"Dim Sum, Chinese, Restaurants","True","False",2,1,"True","u'average'","True","2","False","True",1,"False","u'no'","'beer_and_wine'","u'casual'","True","False",NA,1,0,0,0,0,0,0
"2203",43496,"qBXfNxSpo2_8cP_WHQRvOg","Olive Garden Italian Restaurant","3430 W Chandler Blvd","Chandler","AZ","85226",33.3062186132,-111.900707583,3.5,140,1,"Wine Bars, Restaurants, Nightlife, Bars, Italian, Salad","True","True",3,1,"True","u'average'","True","2","False","True",1,"False","'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,1,0,0,0
"2204",43531,"Nc7-nyG_RzXrEqBuxihcgQ","BJ's Restaurant & Brewhouse","3155 W Chandler Blvd","Chandler","AZ","85226",33.299271,-111.898257,3.5,379,1,"Restaurants, Food, American (New), Pizza, Bars, Nightlife, Breweries, Pubs","True","True",2,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","'casual'","True","True","True",0,0,0,0,0,0,1
"2205",43548,"1aj4TG0eFq6NaPBKk6bK7Q","Jacques Cafe","1910 Village Center Cir, Unit 1","Las Vegas","NV","89134",36.1933265261,-115.3040632821,4,167,0,"Vegetarian, Sandwiches, Restaurants, American (New), French, Gluten-Free, Breakfast & Brunch","True","False",3,1,"True","'quiet'","True","2","True","True",1,"True","u'free'","u'beer_and_wine'","'casual'","True","False","True",0,1,0,0,0,0,1
"2206",43549,"c4KXpCou6HBOgfKp2z2_hw","Terrace  - Ballantyne","14815 Ballantyne Village Way, Ste 150","Charlotte","NC","28277",35.0535664,-80.851867,3.5,378,1,"American (New), Southern, Breakfast & Brunch, Comfort Food, Cafes, Restaurants","True","True",3,3,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","True","True",0,0,0,0,0,0,1
"2207",43637,"mC39IrCp36QIVFRZIw9PTQ","Seoul Food Meat Company","1400 S Church St, Ste A","Charlotte","NC","28203",35.2192166,-80.8577141,4,830,1,"Barbeque, Restaurants, Chicken Wings, Korean, Asian Fusion","True","True",2,2,"True","'loud'","True","2","True","True",3,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
